"","Loc","Type","z"
"SLX.20304.i703_i503.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam","E15B_198_O","VE_CS5",1
"SLX.20304.i702_i511.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_206_Q","EmDisc_CS6",1
"SLX.20304.i702_i507.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_209_Q","ExMes_CS7",1
"SLX.20304.i702_i508.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_209_AC","ExMes_CS7",1
"SLX.20304.i702_i510.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_206_E","Am_CS6",1
"SLX.20304.i702_i503.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam","E15B_198_N","VE_CS5",1
"SLX.20304.i701_i508.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_209_AB","ExMes_CS7",1
"SLX.20304.i701_i503.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam","E15B_198_M","VE_CS5",1
"SLX.20304.i701_i511.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_206_P","EmDisc_CS6",1
"SLX.20304.i701_i507.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_209_P","Am_CS7",1
"SLX.20306.i715_i510.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_210_AV","ExMes_CS6",1
"SLX.20306.i715_i507.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_210_X","EmDisc_CS6",1
"SLX.20306.i714_i511.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_220_K","Am_CS6",1
"SLX.20306.i714_i508.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_210_AI","ExMes_CS6",1
"SLX.20306.i714_i507.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_210_W","EmDisc_CS6",1
"SLX.20306.i714_i510.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_210_AU","ExMes_CS6",1
"SLX.20306.i714_i503.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_198_AL","Tb_CS6",1
"SLX.20306.i712_i511.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_220_J","Am_CS6",1
"SLX.20306.i712_i510.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_210_AT","SYS_CS6",1
"SLX.20306.i712_i508.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_210_AH","EmDisc_CS6",1
"SLX.20306.i712_i507.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_210_V","EmDisc_CS6",1
"SLX.20306.i712_i506.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_210_J","ExMes_CS6",1
"SLX.20306.i711_i511.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_220_I","EmDisc_CS6",1
"SLX.20306.i712_i503.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_198_AK","Tb_CS6",1
"SLX.20306.i711_i508.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_210_AG","EmDisc_CS6",1
"SLX.20306.i711_i510.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_210_AS","SYS_CS6",1
"SLX.20306.i711_i507.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_210_U","Am_CS6",1
"SLX.20306.i711_i503.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_198_U","Tb_CS6",1
"SLX.20306.i711_i505.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_198_AV","ExMes_CS6",1
"SLX.20306.i711_i502.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_198_I","Tb_CS6",1
"SLX.20306.i710_i511.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_220_H","EmDisc_CS6",1
"SLX.20306.i710_i508.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_210_AF","VE_CS6",1
"SLX.20306.i710_i510.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_210_AR","SYS_CS6",1
"SLX.20306.i710_i507.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_210_T","Am_CS6",1
"SLX.20306.i710_i506.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_210_H","Am_CS6",1
"SLX.20306.i710_i505.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_198_AU","ExMes_CS6",1
"SLX.20306.i707_i511.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_220_G","EmDisc_CS6",1
"SLX.20306.i707_i508.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_210_AE","VE_CS6",1
"SLX.20306.i707_i505.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_198_AT","Tb_CS6",1
"SLX.20306.i707_i503.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_198_S","EmDisc_CS6",1
"SLX.20306.i706_i511.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_220_F","EmDisc_CS6",1
"SLX.20306.i706_i506.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_210_F","EmDisc_CS6",1
"SLX.20306.i706_i503.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_198_R","ExMes_CS6",1
"SLX.20306.i705_i508.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_210_AC","EmDisc_CS6",1
"SLX.20306.i705_i506.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_210_E","EmDisc_CS6",1
"SLX.20306.i704_i508.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_210_AB","VE_CS6",1
"SLX.20306.i704_i510.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_210_AN","SYS_CS6",1
"SLX.20306.i704_i511.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_220_D","EmDisc_CS6",1
"SLX.20306.i704_i505.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_198_AQ","EmDisc_CS6",1
"SLX.20306.i704_i503.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_198_P","ExMes_CS6",1
"SLX.20306.i703_i511.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_220_C","EmDisc_CS6",1
"SLX.20306.i703_i506.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_210_C","ExMes_CS6",1
"SLX.20306.i703_i510.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_210_AM","SYS_CS6",1
"SLX.20306.i703_i505.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_198_AP","PGC_CS6",1
"SLX.20306.i703_i503.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_198_O","ExMes_CS6",1
"SLX.20306.i702_i508.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_210_Z","SYS_CS6",1
"SLX.20306.i702_i506.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_210_B","Tb_CS6",1
"SLX.20306.i701_i510.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_210_AK","ExMes_CS6",1
"SLX.20306.i701_i511.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_220_A","Tb_CS6",1
"SLX.20306.i701_i505.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_198_AN","Tb_CS6",1
"SLX.20305.i715_i511.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_208_AS","EmDisc_CS6",1
"SLX.20305.i715_i503.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_206_AL","VE_CS6",1
"SLX.20305.i715_i508.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_208_U","Am_CS6",1
"SLX.20305.i715_i506.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_206_BJ","ExMes_CS6",1
"SLX.20305.i715_i507.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_208_I","EmDisc_CS6",1
"SLX.20305.i714_i511.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_208_AR","ExMes_CS6",1
"SLX.20305.i714_i503.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_206_AK","VE_CS6",1
"SLX.20305.i714_i507.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_208_H","EmDisc_CS6",1
"SLX.20305.i714_i506.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_206_BI","ExMes_CS6",1
"SLX.20305.i714_i508.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_208_T","Am_CS6",1
"SLX.20305.i712_i507.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_208_G","EmDisc_CS6",1
"SLX.20305.i712_i511.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_208_AQ","ExMes_CS6",1
"SLX.20305.i712_i508.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_208_S","ExMes_CS6",1
"SLX.20305.i712_i503.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_206_AJ","VE_CS6",1
"SLX.20305.i711_i510.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_208_AD","SYS_CS6",1
"SLX.20305.i711_i508.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_208_R","ExMes_CS6",1
"SLX.20305.i711_i507.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_208_F","EmDisc_CS6",1
"SLX.20305.i711_i506.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_206_BG","ExMes_CS6",1
"SLX.20305.i710_i511.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_208_AO","SYS_CS6",1
"SLX.20305.i710_i507.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_208_E","EmDisc_CS6",1
"SLX.20305.i710_i505.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_206_AT","SYS_CS6",1
"SLX.20305.i710_i503.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_206_AH","VE_CS6",1
"SLX.20305.i707_i506.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_206_BE","SYS_CS6",1
"SLX.20305.i707_i507.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_208_D","PGC_CS6",1
"SLX.20305.i707_i503.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_206_AG","VE_CS6",1
"SLX.20305.i706_i508.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_208_O","EmDisc_CS6",1
"SLX.20305.i706_i505.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_206_AR","SYS_CS6",1
"SLX.20305.i706_i503.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_206_AF","VE_CS6",1
"SLX.20305.i705_i507.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_208_B","Tb_CS6",1
"SLX.20305.i705_i508.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_208_N","ExMes_CS6",1
"SLX.20305.i705_i502.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15B_198_AB","EmDisc_CS5",1
"SLX.20305.i705_i503.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_206_AE","VE_CS6",1
"SLX.20305.i704_i510.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_208_Y","VE_CS6",1
"SLX.20305.i704_i506.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_206_BB","ExMes_CS6",1
"SLX.20305.i704_i507.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_208_A","Tb_CS6",1
"SLX.20305.i704_i505.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_206_AP","ExMes_CS6",1
"SLX.20305.i704_i502.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15B_198_AA","EmDisc_CS5",1
"SLX.20305.i703_i508.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_208_L","EmDisc_CS6",1
"SLX.20305.i703_i505.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_206_AO","ExMes_CS6",1
"SLX.20305.i703_i503.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_206_AC","Am_CS6",1
"SLX.20305.i702_i510.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_208_W","Am_CS6",1
"SLX.20305.i702_i508.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_208_K","EmDisc_CS6",1
"SLX.20305.i702_i507.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_206_BL","ExMes_CS6",1
"SLX.20305.i702_i503.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_206_AB","EmDisc_CS6",1
"SLX.20305.i701_i508.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_208_J","EmDisc_CS6",1
"SLX.20305.i701_i502.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15B_198_X","EmDisc_CS5",1
"SLX.20305.i701_i505.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam","E15C1_206_AM","VE_CS6",1
"SLX.20329.i715_i506.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_BN","EmDisc_CS7",1
"SLX.20329.i715_i503.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_AP","EmDisc_CS7",1
"SLX.20329.i715_i502.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_AD","VE_CS7",1
"SLX.20329.i714_i510.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_212_W","EmDisc_CS6",1
"SLX.20329.i714_i508.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_212_K","VE_CS6",1
"SLX.20329.i714_i506.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_BM","EmDisc_CS7",1
"SLX.20329.i714_i503.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_AO","EmDisc_CS7",1
"SLX.20329.i714_i505.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_BA","VE_CS7",1
"SLX.20329.i714_i502.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_AC","VE_CS7",1
"SLX.20329.i712_i507.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_BX","SYS_CS7",1
"SLX.20329.i712_i508.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_212_J","VE_CS6",1
"SLX.20329.i712_i510.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_212_V","ExMes_CS6",1
"SLX.20329.i712_i506.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_BL","EmDisc_CS7",1
"SLX.20329.i712_i503.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_AN","VE_CS7",1
"SLX.20329.i711_i507.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_BW","SYS_CS7",1
"SLX.20329.i711_i511.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_212_AG","ExMes_CS6",1
"SLX.20329.i711_i506.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_BK","VE_CS7",1
"SLX.20329.i711_i505.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_AY","EmDisc_CS7",1
"SLX.20329.i711_i502.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_AA","EmDisc_CS7",1
"SLX.20329.i711_i503.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_AM","VE_CS7",1
"SLX.20329.i710_i507.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_BV","SYS_CS7",1
"SLX.20329.i710_i508.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_212_H","SYS_CS6",1
"SLX.20329.i710_i506.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_BJ","EmDisc_CS7",1
"SLX.20329.i707_i506.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_BI","EmDisc_CS7",1
"SLX.20329.i710_i503.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_AL","VE_CS7",1
"SLX.20329.i710_i502.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_Z","EmDisc_CS7",1
"SLX.20329.i707_i507.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_BU","SYS_CS7",1
"SLX.20329.i707_i508.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_212_G","SYS_CS6",1
"SLX.20329.i707_i505.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_AW","VE_CS7",1
"SLX.20329.i707_i502.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_Y","EmDisc_CS7",1
"SLX.20329.i707_i503.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_AK","VE_CS7",1
"SLX.20329.i706_i507.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_BT","SYS_CS7",1
"SLX.20329.i706_i511.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_212_AD","Am_CS6",1
"SLX.20329.i706_i510.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_212_R","EmDisc_CS6",1
"SLX.20329.i706_i508.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_212_F","SYS_CS6",1
"SLX.20329.i706_i505.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_AV","EmDisc_CS7",1
"SLX.20329.i705_i507.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_BS","SYS_CS7",1
"SLX.20329.i705_i510.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_212_Q","EmDisc_CS6",1
"SLX.20329.i706_i502.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_X","EmDisc_CS7",1
"SLX.20329.i705_i511.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_212_AC","ExMes_CS6",1
"SLX.20329.i705_i508.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_212_E","SYS_CS6",1
"SLX.20329.i705_i505.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_AU","EmDisc_CS7",1
"SLX.20329.i705_i503.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_AI","VE_CS7",1
"SLX.20329.i704_i508.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_212_D","ExMes_CS6",1
"SLX.20329.i705_i502.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_W","VE_CS7",1
"SLX.20329.i704_i507.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_BR","VE_CS7",1
"SLX.20329.i703_i511.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_212_AA","ExMes_CS6",1
"SLX.20329.i704_i502.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_V","Am_CS7",1
"SLX.20329.i703_i508.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_212_C","ExMes_CS6",1
"SLX.20329.i702_i510.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_212_N","SYS_CS6",1
"SLX.20329.i703_i505.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_AS","VE_CS7",1
"SLX.20329.i703_i502.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_U","Am_CS7",1
"SLX.20329.i703_i503.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_AG","EmDisc_CS7",1
"SLX.20329.i702_i507.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_BP","EmDisc_CS7",1
"SLX.20329.i702_i505.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_AR","EmDisc_CS7",1
"SLX.20329.i702_i506.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_BD","EmDisc_CS7",1
"SLX.20329.i701_i510.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E15C1_212_M","SYS_CS6",1
"SLX.20329.i701_i507.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_BO","PGC_CS7",1
"SLX.20329.i702_i502.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_T","EmDisc_CS7",1
"SLX.20329.i702_i503.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_AF","VE_CS7",1
"SLX.20329.i701_i506.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_BC","PGC_CS7",1
"SLX.20329.i701_i502.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_S","PGC_CS7",1
"SLX.20329.i701_i503.H3NYWDRXY.s_2.rAligned.sortedByCoord.out.bam","E25D_220_AE","VE_CS7",1
"SLX.20307.i701_i502.H3FT3DRXY.s_1.r_SLX.20307.i701_i502.H3MLCDRXY.s_1.r.sorted.bam","E15C2_237_A","Tb_CS6",1
"SLX.20307.i701_i505.H3FT3DRXY.s_1.r_SLX.20307.i701_i505.H3MLCDRXY.s_1.r.sorted.bam","E15C2_237_Y","EmDisc_CS6",1
"SLX.20307.i701_i506.H3FT3DRXY.s_1.r_SLX.20307.i701_i506.H3MLCDRXY.s_1.r.sorted.bam","E15C2_237_AK","ExMes_CS6",1
"SLX.20307.i701_i511.H3FT3DRXY.s_1.r_SLX.20307.i701_i511.H3MLCDRXY.s_1.r.sorted.bam","E15C1_220_AE","EmDisc_CS6",1
"SLX.20307.i702_i502.H3FT3DRXY.s_1.r_SLX.20307.i702_i502.H3MLCDRXY.s_1.r.sorted.bam","E15C2_237_B","Tb_CS6",1
"SLX.20307.i702_i503.H3FT3DRXY.s_1.r_SLX.20307.i702_i503.H3MLCDRXY.s_1.r.sorted.bam","E15C2_237_N","Am_CS6",1
"SLX.20307.i702_i506.H3FT3DRXY.s_1.r_SLX.20307.i702_i506.H3MLCDRXY.s_1.r.sorted.bam","E15C2_237_AL","ExMes_CS6",1
"SLX.20307.i702_i510.H3FT3DRXY.s_1.r_SLX.20307.i702_i510.H3MLCDRXY.s_1.r.sorted.bam","E15C1_220_T","SYS_CS6",1
"SLX.20307.i703_i505.H3FT3DRXY.s_1.r_SLX.20307.i703_i505.H3MLCDRXY.s_1.r.sorted.bam","E15C2_237_AA","PGC_CS6",1
"SLX.20307.i703_i507.H3FT3DRXY.s_1.r_SLX.20307.i703_i507.H3MLCDRXY.s_1.r.sorted.bam","E15C2_237_AY","ExMes_CS6",1
"SLX.20307.i703_i511.H3FT3DRXY.s_1.r_SLX.20307.i703_i511.H3MLCDRXY.s_1.r.sorted.bam","E15C1_220_AG","ExMes_CS6",1
"SLX.20307.i704_i502.H3FT3DRXY.s_1.r_SLX.20307.i704_i502.H3MLCDRXY.s_1.r.sorted.bam","E15C2_237_D","PGC_CS6",1
"SLX.20307.i704_i506.H3FT3DRXY.s_1.r_SLX.20307.i704_i506.H3MLCDRXY.s_1.r.sorted.bam","E15C2_237_AN","VE_CS6",1
"SLX.20307.i704_i507.H3FT3DRXY.s_1.r_SLX.20307.i704_i507.H3MLCDRXY.s_1.r.sorted.bam","E15C2_237_AZ","ExMes_CS6",1
"SLX.20307.i704_i510.H3FT3DRXY.s_1.r_SLX.20307.i704_i510.H3MLCDRXY.s_1.r.sorted.bam","E15C1_220_V","VE_CS6",1
"SLX.20307.i705_i502.H3FT3DRXY.s_1.r_SLX.20307.i705_i502.H3MLCDRXY.s_1.r.sorted.bam","E15C2_237_E","Am_CS6",1
"SLX.20307.i705_i505.H3FT3DRXY.s_1.r_SLX.20307.i705_i505.H3MLCDRXY.s_1.r.sorted.bam","E15C2_237_AC","PGC_CS6",1
"SLX.20307.i705_i507.H3FT3DRXY.s_1.r_SLX.20307.i705_i507.H3MLCDRXY.s_1.r.sorted.bam","E15C2_237_BA","ExMes_CS6",1
"SLX.20307.i705_i508.H3FT3DRXY.s_1.r_SLX.20307.i705_i508.H3MLCDRXY.s_1.r.sorted.bam","E15C2_237_BM","Tb_CS6",1
"SLX.20307.i705_i510.H3FT3DRXY.s_1.r_SLX.20307.i705_i510.H3MLCDRXY.s_1.r.sorted.bam","E15C1_220_W","VE_CS6",1
"SLX.20307.i706_i502.H3FT3DRXY.s_1.r_SLX.20307.i706_i502.H3MLCDRXY.s_1.r.sorted.bam","E15C2_237_F","PGC_CS6",1
"SLX.20307.i706_i505.H3FT3DRXY.s_1.r_SLX.20307.i706_i505.H3MLCDRXY.s_1.r.sorted.bam","E15C2_237_AD","Stalk_CS6",1
"SLX.20307.i706_i506.H3FT3DRXY.s_1.r_SLX.20307.i706_i506.H3MLCDRXY.s_1.r.sorted.bam","E15C2_237_AP","VE_CS6",1
"SLX.20307.i706_i507.H3FT3DRXY.s_1.r_SLX.20307.i706_i507.H3MLCDRXY.s_1.r.sorted.bam","E15C2_237_BB","ExMes_CS6",1
"SLX.20307.i706_i508.H3FT3DRXY.s_1.r_SLX.20307.i706_i508.H3MLCDRXY.s_1.r.sorted.bam","E15C2_237_BN","Tb_CS6",1
"SLX.20307.i706_i510.H3FT3DRXY.s_1.r_SLX.20307.i706_i510.H3MLCDRXY.s_1.r.sorted.bam","E15C1_220_X","VE_CS6",1
"SLX.20307.i707_i502.H3FT3DRXY.s_1.r_SLX.20307.i707_i502.H3MLCDRXY.s_1.r.sorted.bam","E15C2_237_G","EmDisc_CS6",1
"SLX.20307.i707_i503.H3FT3DRXY.s_1.r_SLX.20307.i707_i503.H3MLCDRXY.s_1.r.sorted.bam","E15C2_237_S","EmDisc_CS6",1
"SLX.20307.i707_i505.H3FT3DRXY.s_1.r_SLX.20307.i707_i505.H3MLCDRXY.s_1.r.sorted.bam","E15C2_237_AE","Stalk_CS6",1
"SLX.20307.i707_i506.H3FT3DRXY.s_1.r_SLX.20307.i707_i506.H3MLCDRXY.s_1.r.sorted.bam","E15C2_237_AQ","ExMes_CS6",1
"SLX.20307.i707_i507.H3FT3DRXY.s_1.r_SLX.20307.i707_i507.H3MLCDRXY.s_1.r.sorted.bam","E15C2_237_BC","ExMes_CS6",1
"SLX.20307.i707_i508.H3FT3DRXY.s_1.r_SLX.20307.i707_i508.H3MLCDRXY.s_1.r.sorted.bam","E15C1_220_M","Am_CS6",1
